Area;Year_Day;Ano;Month;Day;PAR;rainfall;soil.moisture5;soil.moisture20;windspeed;temp;rh
Mid;288;14;11;5;408;0;NA;0.077284667;2.1958;25.16527333;60.59066667
Mid;289;14;11;6;632.8840278;0;NA;0.074033681;2.961354167;22.97122569;67.69930556
Mid;290;14;11;7;672.4673611;0;NA;0.070525;2.961909722;22.41864931;70.996875
Mid;291;14;11;8;511.3736111;0;NA;0.0663875;1.435400697;23.52457986;68.31701389
Mid;292;14;11;9;498.8822917;36.2;NA;0.064385417;2.208541667;22.37500347;78.06388889
Mid;293;14;11;10;427.9708333;15.8;NA;0.137937153;2.315403509;20.17788542;88.46076389
Mid;294;14;11;11;599.5680556;0.2;NA;0.139184722;2.186560284;20.32172569;83.85555556
Mid;295;14;11;12;299.8805556;14.2;NA;0.128796875;2.188162544;19.73262847;89.20520833
Mid;296;14;11;13;349.2989583;2.6;NA;0.142665625;1.071814346;20.57021528;86.92152778
Mid;297;14;11;14;502.3284722;15.6;NA;0.158804167;1.16562753;21.33380556;84.98125
Mid;298;14;11;15;283.1097222;14.6;NA;0.338610069;1.694907749;18.06138194;94.79097222
Mid;299;14;11;16;596.903125;0;NA;0.333743056;2.658993056;18.22830208;83.16076389
Mid;300;14;11;17;503.5524306;0;NA;0.291255556;2.618368056;18.87356944;81.33333333
Mid;301;14;11;18;567.2416667;0;NA;0.265043403;2.829027778;18.35444097;75.57916667
Mid;302;14;11;19;657.5194444;0;NA;0.249676736;2.547604167;18.04921528;67.35208333
Mid;303;14;11;20;578.1097222;0;NA;0.232964236;2.202708333;18.67764931;72.18159722
Mid;304;14;11;21;676.0784722;0;NA;0.217709722;2.147604167;21.05668403;71.59895833
Mid;305;14;11;22;554.5680556;0;NA;0.203991319;2.4753125;22.19672917;76.82430556
Mid;306;14;11;23;205.5489583;11.6;NA;0.199223264;1.363003663;20.28180556;91.37361111
Mid;307;14;11;24;235.9916667;13.4;NA;0.206;1.586612903;19.68407292;91.86527778
Mid;308;14;11;25;338.5784722;25;NA;0.273785764;1.426298932;20.07687153;90.359375
Mid;309;14;11;26;286.8857639;12.6;NA;0.306483681;1.277881944;19.9729375;92.79930556
Mid;310;14;11;27;313.2746528;9.6;NA;0.308631597;0.901513944;20.92058681;90.84513889
Mid;311;14;11;28;152.2590278;81.8;NA;0.321893403;0.889552239;18.93826389;97.97881944
Mid;312;14;11;29;465.7833333;0.8;NA;0.315241319;2.245528169;19.90299306;91.20868056
Mid;313;14;11;30;284.0993056;1.8;NA;0.314307986;3.102342657;18.47620486;95.78263889
Mid;314;14;12;1;220.8006944;2.2;NA;0.314218056;3.254965278;16.78645833;93.08229167
Mid;315;14;12;2;479.1947917;0.2;NA;0.325855208;3.090833333;18.13351389;87.43472222
Mid;316;14;12;3;585.73125;0;NA;0.325651042;2.044027778;20.32184722;80.42534722
Mid;317;14;12;4;552.3024306;0.2;NA;0.306909722;1.541423611;21.75807639;75.64965278
Mid;318;14;12;5;269.715625;5.4;NA;0.290450694;1.633263889;19.41647917;87.30486111
Mid;319;14;12;6;183.9690972;3.2;NA;0.308510417;2.848368056;16.8765;94.17083333
Mid;320;14;12;7;435.1756944;0;NA;0.308891667;3.091284722;18.66938889;85.14166667
Mid;321;14;12;8;361.9291667;0;NA;0.293192708;2.122118056;19.48237847;86.64270833
Mid;322;14;12;9;495.5836806;0.2;NA;0.281935417;2.185034722;20.33081944;85.721875
Mid;323;14;12;10;660.5055556;0;NA;0.269832292;3.050659722;20.83570833;78.60451389
Mid;324;14;12;11;703.7694444;0;NA;0.255915278;2.742569444;21.31496528;74.98993056
Mid;325;14;12;12;663.3961806;0;NA;0.242087153;2.582326389;22.00102778;72.675
Mid;326;14;12;13;345.0888889;22.2;NA;0.237672917;1.402842105;20.38982292;84.84548611
Mid;327;14;12;14;253.7173611;40.4;NA;0.317838889;0.975808824;19.18970833;96.90208333
Mid;328;14;12;15;364.7069444;14;NA;0.317714583;2.433558719;19.79384375;91.24930556
Mid;329;14;12;16;603.3354167;1.4;NA;0.315085417;2.678680556;19.60714931;90.84548611
Mid;330;14;12;17;589.4899306;0;NA;0.316817708;2.594773519;20.81524653;81.60694444
Mid;331;14;12;18;700.8875;0;0.328734682;0.319264931;2.327430556;21.58317708;76.86111111
Mid;332;14;12;19;538.9430556;0;0.304011111;0.302749653;1.666597222;22.58965625;75.35729167
Mid;333;14;12;20;450.9569444;5;0.292959722;0.292864931;1.475622642;22.48175;80.24618056
Mid;334;14;12;21;329.79375;41.2;0.33124375;0.313165278;0.85391635;21.01277083;89.45625
Mid;335;14;12;22;489.6635417;19.6;0.367007292;0.318572569;1.194909747;21.59766667;87.38472222
Mid;336;14;12;23;403.934375;0.8;0.366470833;0.326589931;1.46902439;22.13559375;84.98541667
Mid;337;14;12;24;686.9465278;0;0.374647917;0.322177083;2.197777778;22.44629514;75.97048611
Mid;338;14;12;25;626.7555556;0;0.362841319;0.322929167;2.493194444;21.51711806;72.42361111
Mid;339;14;12;26;660.4795139;0;0.324482292;0.316367361;2.612083333;21.94241319;72.88368056
Mid;340;14;12;27;608.0663194;0;0.300021181;0.29839375;1.942743056;21.39913542;73.56527778
Mid;341;14;12;28;702.7972222;0;0.282690625;0.284410764;1.424699647;23.48751042;56.29652778
Mid;342;14;12;29;697.2243056;17.4;0.287059722;0.278063889;1.141541353;24.6534375;59.871875
Mid;343;14;12;30;428.23125;1.4;0.346370833;0.312338889;1.224049296;25.16263194;57.71805556
Mid;344;14;12;31;479.9847222;0;0.316603125;0.311525694;1.591850534;24.63168403;68.97708333
High;1;14;1;1;488.9777778;0.2;0.204727431;0.297375;NA;23.49760069;81.16354167
High;2;14;1;2;692.2416667;0;0.193070833;0.282425;NA;23.45460417;71.88229167
High;3;14;1;3;696.8770833;0;0.182146181;0.268617361;NA;22.34131944;64.88541667
High;4;14;1;4;701.9204861;0;0.174276389;0.256815972;NA;21.75291319;66.209375
High;5;14;1;5;637.5541667;0;0.167902778;0.246460069;NA;20.89952778;68.74236111
High;6;14;1;6;701.4517361;0;0.16275625;0.237482639;NA;20.17825;71.07777778
High;7;14;1;7;599.0993056;0;0.157798958;0.229330556;NA;19.00415972;75.13958333
High;8;14;1;8;576.2954861;0;0.153566319;0.220602083;NA;19.58284375;75.87430556
High;9;14;1;9;505.6097222;0.2;0.148926736;0.21365;NA;19.48581944;81.453125
High;10;14;1;10;526.1913194;5.59;0.146632292;0.207990972;NA;19.86547222;86.89618056
High;11;14;1;11;636.3475694;0;0.143828125;0.201814931;NA;20.62251736;80.74201389
High;12;14;1;12;681.4951389;0;0.139379861;0.195809028;NA;20.67971528;78.05451389
High;13;14;1;13;568.1791667;0;0.135568403;0.190151736;NA;21.17612153;78.58715278
High;14;14;1;14;638.5958333;0;0.131725347;0.184909375;NA;20.99890972;73.03958333
High;15;14;1;15;580.2885417;0;0.127723611;0.179395833;NA;21.25281597;72.48888889
High;16;14;1;16;606.6340278;0;0.123794444;0.1736;NA;22.00895139;69.19583333
High;17;14;1;17;456.8770833;9.44;0.120646875;0.169211111;NA;20.58867708;77.22430556
High;18;14;1;18;269.4118056;17.76;0.160060764;0.176953125;NA;18.81178472;89.78402778
High;19;14;1;19;412.8145833;8.03;0.157936806;0.187818056;NA;18.24416319;91.90486111
High;20;14;1;20;310.340625;2.63;0.148465625;0.185780556;NA;18.75469097;92.39583333
High;21;14;1;21;396.2607639;6.51;0.147009028;0.182816319;NA;19.53601389;88.27916667
High;22;14;1;22;285.3840278;3.4;0.149508333;0.185107292;NA;19.57061458;87.08888889
High;23;14;1;23;477.91875;0;0.144629861;0.183311806;NA;21.36957986;82.00416667
High;24;14;1;24;501.4534965;0;0.138961538;0.179317133;7.736845638;21.39621329;79.8986014
High;25;14;1;25;671.8423611;0;0.134887847;0.175364236;7.824583333;20.66271181;74.84965278
High;26;14;1;26;510.8875;0;0.131132292;0.172631944;8.002083333;20.67909722;75.21979167
High;27;14;1;27;613.6131944;1;0.126900347;0.169732639;11.00208333;20.49552778;78.42986111
High;28;14;1;28;663.7868056;0;0.121424653;0.165523958;10.68920139;19.83780208;70.64444444
High;29;14;1;29;469.559375;0;0.117904861;0.159779167;9.330381944;19.02489583;80.57881944
High;30;14;1;30;512.7538194;0;0.112223611;0.155732292;8.483854167;20.06632292;75.74375
High;31;14;1;31;690.8961806;0;0.107535069;0.151877431;9.485381944;19.72713194;72.31875
High;32;14;2;1;634.4986111;0;0.104679167;0.148340972;9.792743056;20.36063194;71.79548611
High;33;14;2;2;587.7017361;0;0.101027778;0.144781597;8.702604167;20.88708333;70.21180556
High;34;14;2;3;673.0402778;0;0.098095486;0.141924653;10.25302083;21.08959375;71.92326389
High;35;14;2;4;693.1444444;0;0.093560417;0.138615278;9.268333333;22.01703819;62.85034722
High;36;14;2;5;540.5489583;0;0.089276042;0.135423264;10.37010417;20.40114236;77.81319444
High;37;14;2;6;474.2381944;0;0.086760417;0.132927778;9.763333333;19.62936458;79.71666667
High;38;14;2;7;604.8111111;0;0.084179514;0.130707292;9.680208333;20.29799653;73.12986111
High;39;14;2;8;659.0211806;0;0.080176736;0.128332639;10.82489583;20.31438542;70.89826389
High;40;14;2;9;602.7538194;0;0.076235417;0.126530208;8.382604167;20.42044097;72.07430556
High;41;14;2;10;545.5142361;0;0.0722;0.124213889;9.520173611;19.95753819;75.81909722
High;42;14;2;11;594.8197917;0;0.068598958;0.121889931;10.51743056;19.83128819;72.70659722
High;43;14;2;12;507.528125;0;0.065214583;0.119931597;10.2040625;19.72808681;73.96423611
High;44;14;2;13;524.0819444;0;0.062721875;0.118831597;8.290208333;20.83196528;71.18020833
High;45;14;2;14;490.5142361;0;0.060360069;0.117528819;6.861423611;21.21485764;75.27916667
High;46;14;2;15;653.6479167;0;0.057248611;0.115188542;9.032048611;21.86825;68.86180556
High;47;14;2;16;479.4291667;0;0.053975347;0.112568056;9.4184375;20.9014375;72.31041667
High;48;14;2;17;291.2347222;0;0.052551389;0.111178819;7.739861111;20.35542014;79.30486111
High;49;14;2;18;291.2086806;0;0.052303125;0.109571528;7.927881944;19.12425694;85.384375
High;50;14;2;19;375.2017361;0;0.051932986;0.10834375;9.359236111;18.84681597;84.184375
High;51;14;2;20;599.8284722;0;0.05120625;0.107643056;10.82357639;19.64303472;78.68402778
High;52;14;2;21;588.9951389;0.2;0.0492;0.105683681;11.6375;19.41509028;80.10104167
High;53;14;2;22;547.4326389;0;0.047064236;0.104064931;12.65739583;19.09824306;83.39375
High;54;14;2;23;614.9152778;0;0.045349306;0.102814236;12.33666667;20.19844097;81.91666667
High;55;14;2;24;541.5125;0.2;0.044094792;0.101790278;11.44204861;19.74741319;83.7875
High;56;14;2;25;467.1027778;0;0.042984375;0.100806944;11.34934028;20.32611458;80.49097222
High;57;14;2;26;625.9743056;0;0.041858681;0.099311458;11.34232639;20.40212847;76.446875
High;58;14;2;27;577.3197917;0;0.040498264;0.0981125;8.399236111;20.75462847;78.08125
High;59;14;2;28;406.1826389;0.4;0.039480556;0.097967361;6.462256944;21.23497917;74.34340278
High;60;14;3;1;275.6097222;53;0.068784722;0.109354861;4.117188612;19.05559722;87.53576389
High;61;14;3;2;472.5802083;1;0.138167361;0.152659028;8.461875;18.80229514;88.69513889
High;62;14;3;3;460.1236111;0;0.111828125;0.126339583;11.46659722;19.27394792;85.45833333
High;63;14;3;4;562.45;0;0.101152431;0.116733681;11.3221875;19.30434028;82.53263889
High;64;14;3;5;552.5194444;0;0.092874306;0.111125347;10.95576389;19.72365278;85.18194444
High;65;14;3;6;379.8545139;0;0.086066319;0.107574653;8.237777778;19.4733125;85.09201389
High;66;14;3;7;243.5697917;12.6;0.098940972;0.106591319;5.980553506;18.77234722;91.67048611
High;67;14;3;8;191.5125;74.6;0.179435069;0.166255903;3.218607143;18.11465972;97.52256944
High;68;14;3;9;387.6322917;0.8;0.14614375;0.184284375;6.771114983;19.01605903;93.41944444
High;69;14;3;10;420.2885417;0;0.127075694;0.163605208;7.7075;19.45001042;86.35
High;70;14;3;11;467.8232639;0;0.117469444;0.152959028;9.391597222;19.98894097;85.11631944
High;71;14;3;12;529.2381944;0;0.111179514;0.146444097;9.171180556;20.05608681;82.82743056
High;72;14;3;13;497.6409722;0;0.106345833;0.142152083;9.332118056;20.12971875;83.56875
High;73;14;3;14;469.4204861;0.4;0.102578819;0.139922569;10.44513889;19.57518403;84.08993056
High;74;14;3;15;487.1635417;0;0.099447569;0.136909375;10.57659722;19.10789236;85.73263889
High;75;14;3;16;487.5362069;0;0.092964138;0.136840345;10.26975862;19.51047241;80.53
High;76;14;3;17;481.8770833;0;0.086447917;0.136847917;9.166041667;19.47707639;81.24895833
High;77;14;3;18;477.7538194;0;0.083977431;0.134760417;7.808263889;19.86695486;80.14513889
High;78;14;3;19;410.5229167;0;0.08085625;0.132572917;8.145520833;19.76789236;80.10902778
High;79;14;3;20;508.153125;0;0.078256597;0.129806944;7.144305556;21.08832639;78.84583333
High;80;14;3;21;522.9361111;0;0.074240625;0.127344097;5.6809375;22.83898264;74.44270833
High;81;14;3;22;474.2295139;1.4;0.070208333;0.125316319;4.067569444;22.67942708;79.74722222
High;82;14;3;23;379.3684028;0.2;0.067279514;0.123733333;8.384930556;19.59743403;92.23819444
High;83;14;3;24;134.3336806;10.6;0.069696181;0.125547569;9.541145833;16.52891319;96.40972222
High;84;14;3;25;431.590625;4.4;0.123414583;0.127938889;8.1228125;18.00479514;92.22743056
High;85;14;3;26;311.6166667;0;0.112504861;0.128635764;7.788194444;18.46428472;89.68472222
High;86;14;3;27;384.2034722;0.8;0.101702083;0.126280208;9.401944444;18.64401736;87.04722222
High;87;14;3;28;560.2972222;0;0.092461111;0.123955903;9.708055556;19.51730903;84.72569444
High;88;14;3;29;374.16875;0;0.083451042;0.1218375;9.765659722;18.81415972;90.49027778
High;89;14;3;30;273.4395833;10.2;0.104714236;0.122225;7.5240625;18.79342708;93.65902778
High;90;14;3;31;383.23125;0.2;0.110633333;0.123704861;7.105;19.58212153;91.77916667
High;91;14;4;1;365.9395833;0.2;0.093972569;0.121756944;6.429166667;20.13939583;88.80694444
High;92;14;4;2;335.3145833;5.8;0.110677431;0.122694444;7.275798611;20.04585764;91.45208333
High;93;14;4;3;314.0385417;0.6;0.098515278;0.121879861;6.308541667;19.63984722;92.05555556
High;94;14;4;4;384.6548611;1.2;0.088978125;0.120161806;7.953333333;19.54139236;90.11388889
High;95;14;4;5;281.8684028;0;0.083497917;0.118486806;10.06753472;18.67857292;90.09201389
High;96;14;4;6;506.2;0;0.078931944;0.115614583;7.285138889;19.31686458;84.24583333
High;97;14;4;7;548.1270833;0;0.074058681;0.111650694;4.35576087;20.65009375;67.67326389
High;98;14;4;8;496.2434028;0;0.068021181;0.108738542;4.290209059;21.32031944;69.97569444
High;99;14;4;9;440.1583333;0;0.062321875;0.105828819;3.789202899;22.29664931;66.00277778
High;100;14;4;10;466.2173611;0;0.056500347;0.096944444;4.682099644;22.35009028;72.903125
High;101;14;4;11;455.3319444;0;0.051005903;0.091514583;9.576875;20.09037153;86.81840278
High;102;14;4;12;329.1774306;0;0.048122917;0.088849306;8.661770833;19.20648264;86.45590278
High;103;14;4;13;324.2902778;0;0.046185417;0.086964583;5.961527778;20.04664583;83.73263889
High;104;14;4;14;241.2868056;0;0.044036458;0.085145833;7.101666667;20.40729514;83.81909722
High;105;14;4;15;411.1479167;0;0.041418056;0.082919792;9.391736111;19.6415625;88.20694444
High;106;14;4;16;397.8579861;0;0.038806597;0.080658681;8.185173611;19.77810069;86.54305556
High;107;14;4;17;313.9604167;0.6;0.036328472;0.079196528;7.203923611;19.91518056;86.66493056
High;108;14;4;18;432.6583333;0;0.036157292;0.078002431;6.045034722;20.41181944;84.734375
High;109;14;4;19;361.6079861;6.4;0.034967361;0.076452778;6.190868056;20.90481944;85.36805556
High;110;14;4;20;424.4725694;2;0.042932986;0.077204514;4.613636364;21.57772569;83.98506944
High;111;14;4;21;356.7295139;0;0.048163542;0.076552431;6.7203125;20.39835417;86.12013889
High;112;14;4;22;360.1496528;0;0.048410069;0.075701042;7.623854167;20.06297917;85.37673611
High;113;14;4;23;384.3770833;0;0.046635069;0.074989583;5.469215686;20.06876736;84.97534722
High;114;14;4;24;162.7017361;0;0.044936806;0.074715972;2.819375;19.03280208;89.89513889
High;115;14;4;25;387.2590278;0.4;0.04344375;0.074225347;6.485874126;17.45237847;88.73715278
High;116;14;4;26;406.0177083;0;0.040705556;0.073327778;6.461527778;17.40210764;84.21631944
High;117;14;4;27;411.4777778;0;0.038180903;0.072722569;7.316527778;16.62997917;78.36319444
High;118;14;4;28;456.6340278;0;0.036529861;0.071864931;9.018159722;15.41576042;75.13020833
High;119;14;4;29;383.3875;0;0.035112847;0.071492014;7.280694444;13.71205208;76.82256944
High;120;14;4;30;467.0246528;0;0.033943403;0.071125694;9.26125;14.13887847;74.28680556
High;121;14;5;1;470.1930556;0;0.03156875;0.069944444;4.974076655;16.32596181;69.69166667
High;122;14;5;2;476.9899306;0;0.029303819;0.068652778;4.297604167;18.36219444;59.02743056
High;123;14;5;3;432.91875;0;0.027234028;0.065520486;9.550972222;16.81401389;71.42534722
High;124;14;5;4;281.0611111;0;0.026203125;0.065514931;7.802986111;16.26624306;85.87048611
High;125;14;5;5;444.8284722;0;0.025591319;0.065255903;6.687152778;18.29284722;80.215625
High;126;14;5;6;340.7399306;0;0.023784375;0.064281944;7.092222222;18.28834722;83.01215278
High;127;14;5;7;266.8684028;0;0.023501736;0.064209722;7.863055556;18.57918403;85.09618056
High;128;14;5;8;269.5333333;7;0.027234722;0.064967361;6.515729167;18.62004167;85.67048611
High;129;14;5;9;331.0263889;0;0.044092014;0.06813125;4.102951389;19.85101736;76.14131944
High;130;14;5;10;355.7572917;0;0.044948958;0.068068403;5.33087108;18.64942361;74.82777778
High;131;14;5;11;434.1774306;0;0.044494097;0.067350694;11.24527778;14.86933681;82.953125
High;132;14;5;12;454.7503472;0;0.042422917;0.066951736;9.941770833;14.07862847;76.79652778
High;133;14;5;13;452.91875;0;0.039143056;0.065990278;7.329201389;15.19260764;68.74652778
High;134;14;5;14;451.6079861;0;0.036200694;0.064980556;6.214652778;16.31877083;73.11458333
High;135;14;5;15;420.5229167;0;0.033382986;0.063618403;6.362048611;16.93282292;77.24375
High;136;14;5;16;420.5641115;0;0.031414634;0.062118815;4.859094077;18.72690244;67.3630662
High;137;14;5;17;438.9430556;0;0.029244444;0.060455208;8.876666667;18.03776042;75.94513889
High;138;14;5;18;251.2260417;0;0.027902431;0.059670486;8.872118056;16.34195833;84.52743056
High;139;14;5;19;424.715625;0;0.027984028;0.059230556;5.065104167;18.71550694;76.76215278
High;140;14;5;20;373.8215278;0;0.02629375;0.058431597;8.182569444;17.41280208;82.23402778
High;141;14;5;21;395.6791667;0;0.024737153;0.058201389;7.606111111;16.39725347;80.43368056
High;142;14;5;22;397.8753472;0;0.023533681;0.056970486;5.336805556;19.14687847;69.77152778
High;143;14;5;23;394.1079861;0;0.022009028;0.055525;3.183964912;21.51271181;65.24236111
High;144;14;5;24;374.6635417;0;0.020249306;0.054030556;3.02120438;21.72055903;69.50347222
High;145;14;5;25;239.8111111;0;0.019727431;0.053510069;9.514722222;18.19605208;94.26076389
High;146;14;5;26;251.8076389;1.6;0.01846875;0.05364375;5.769895833;18.94940972;92.30208333
High;147;14;5;27;284.2381944;4.6;0.021628472;0.055823264;3.960415094;19.47899306;83.33993056
High;148;14;5;28;390.8267361;0;0.024522222;0.055184722;3.905070922;18.94368056;66.60868056
High;149;14;5;29;397.5715278;0;0.025776736;0.054740625;10.68447917;15.51536458;90.90902778
High;150;14;5;30;156.2607639;0;0.025384375;0.055530903;11.66;13.96632986;97.45034722
High;151;14;5;31;298.7868056;0;0.027384028;0.056226736;8.885208333;14.90421181;88.96527778
High;152;14;6;1;381.1479167;0;0.026227083;0.055684375;5.167569444;16.87092708;74.95520833
High;153;14;6;2;207.6496528;0;0.025001736;0.055440972;3.428650794;16.90607292;81.80381944
High;154;14;6;3;315.184375;0;0.023957292;0.054804514;4.665371025;17.95173264;81.07291667
High;155;14;6;4;335.0194444;0;0.023143403;0.054080208;8.271111111;16.98759722;86.23541667
High;156;14;6;5;395.5663194;0;0.022202778;0.053573264;5.9384375;17.89139583;81.61666667
High;157;14;6;6;368.1791667;0;0.021242708;0.052271528;5.176006944;19.06644097;66.38229167
High;158;14;6;7;366.1826389;0;0.020557639;0.051005903;7.350729167;17.74172569;75.38368056
High;159;14;6;8;393.5090278;0;0.019627431;0.050249306;6.475659722;17.299375;75.31076389
High;160;14;6;9;406.8423611;0;0.018727083;0.0494375;7.680451389;17.57713542;79.72326389
High;161;14;6;10;380.6965278;0;0.018180556;0.048268403;11.41451389;17.04310764;80.52222222
High;162;14;6;11;196.4951389;0;0.018152083;0.047965625;11.75131944;15.40733333;88.53055556
High;163;14;6;12;111.3128472;3;0.017314236;0.049277083;10.52597222;14.58023264;98.25347222
High;164;14;6;13;222.684375;0;0.019613542;0.05181875;9.844756944;15.32740278;91.12361111
High;165;14;6;14;285.4621528;0.6;0.018910417;0.05106875;9.764930556;15.21548611;89.51319444
High;166;14;6;15;393.1357639;0;0.020589931;0.051464236;6.962465278;17.06251736;81.48125
High;167;14;6;16;360.965625;0;0.020197917;0.050098611;8.831736111;16.68704514;80.38402778
High;168;14;6;17;397.9100694;0;0.021195833;0.049520833;8.005555556;16.61937153;78.86770833
High;169;14;6;18;250.2104167;0;0.021439583;0.049427778;6.730138889;15.92631597;88.67743056
High;170;14;6;19;244.1166667;0;0.021882639;0.049365278;5.551215278;16.24230903;86.9375
High;171;14;6;20;272.4847222;0;0.022782292;0.049537153;9.4525;14.76107986;91.24756944
High;172;14;6;21;377.7451389;0;0.022907639;0.049137153;8.803263889;14.92901389;86.43611111
High;173;14;6;22;389.3163194;0;0.022822222;0.048603472;10.5565625;14.88473611;84.81354167
High;174;14;6;23;263.7434028;0;0.022670139;0.048403819;9.750625;13.45090625;91.48576389
High;175;14;6;24;348.5958333;0;0.022926389;0.048342014;6.4284375;15.03506944;80.63402778
High;176;14;6;25;317.7190972;0;0.022625;0.047826389;7.512534722;13.58232292;85.51631944
High;177;14;6;26;361.5645833;0;0.022559028;0.047483681;6.813055556;15.35942014;80.50659722
High;178;14;6;27;404.3076389;0;0.021827431;0.046805556;6.663506944;16.91266319;79.09618056
High;179;14;6;28;371.2868056;0;0.020409375;0.046021528;7.259756944;17.52117708;82.36076389
High;180;14;6;29;351.2520833;0;0.019554514;0.045264583;6.862118056;17.57378819;82.19201389
High;181;14;6;30;335.653125;0;0.019336111;0.04445;6.211458333;17.27857292;81.97465278
High;182;14;7;1;373.2138889;0;0.018755903;0.043315972;4.249583333;19.16753472;62.73055556
High;183;14;7;2;290.1670139;0;0.01825625;0.042025694;5.593541667;18.83892014;72.14340278
High;184;14;7;3;404.6461806;0;0.017697569;0.040822917;7.396597222;18.82022917;69.12881944
High;185;14;7;4;370.6010417;0;0.017046875;0.039635069;7.139375;17.30015278;75.40763889
High;186;14;7;5;314.1947917;0;0.016769792;0.039140278;9.808854167;15.26301042;79.85034722
High;187;14;7;6;300.9743056;0;0.016408333;0.039165972;10.14940972;15.18708333;84.94548611
High;188;14;7;7;374.1947917;0.4;0.016980208;0.038307639;9.752048611;15.94270139;82.90798611
High;189;14;7;8;254.0645833;0;0.017549306;0.038693056;8.941111111;15.58658681;85.990625
High;190;14;7;9;353.9430556;0;0.017490972;0.038711806;9.335486111;15.28584028;84.42152778
High;191;14;7;10;321.8597222;0;0.017346528;0.0384;7.271909722;15.95778472;82.56145833
High;192;14;7;11;278.8302083;0;0.016903819;0.038170486;5.800173611;15.93552778;83.08159722
High;193;14;7;12;398.1184028;0;0.016477778;0.037875347;8.741979167;15.63073958;78.71458333
High;194;14;7;13;292.3805556;0;0.015862153;0.037747569;10.93916667;13.91995139;85.728125
High;195;14;7;14;364.090625;0;0.015934722;0.037679861;9.783576389;12.88791667;87.06458333
High;196;14;7;15;360.10625;0;0.015940625;0.037528819;8.785416667;13.41519444;82.3625
High;197;14;7;16;303.4482639;0;0.015854167;0.037566667;8.654513889;14.47581944;83.73680556
High;198;14;7;17;376.7121528;0;0.015577778;0.03745;7.316006944;15.96268403;75.99305556
High;199;14;7;18;396.8510417;0;0.014915972;0.036413194;5.113824561;18.08725;66.13680556
High;200;14;7;19;356.6600694;0;0.014258681;0.034975347;3.541944444;18.69107639;61.82916667
High;201;14;7;20;365.6791667;0;0.014930556;0.034236458;9.200208333;15.83154167;85.43854167
High;202;14;7;21;357.9534722;0;0.014810069;0.034027778;10.86670139;14.56319792;89.10590278
High;203;14;7;22;407.3024306;0;0.014639931;0.033775347;11.13107639;14.31094097;79.85381944
High;204;14;7;23;382.4413194;0;0.01483125;0.033617708;10.51663194;14.67223611;84.34305556
High;205;14;7;24;382.1461806;0;0.014568403;0.033361111;10.03458333;15.85510417;84.00590278
High;206;14;7;25;70.01533101;9.6;0.04149547;0.034114286;3.913490196;14.28922997;94.10243902
High;207;14;7;26;52.29375;21;0.118821528;0.076835069;1.529255814;14.15146181;88.734375
High;208;14;7;27;114.5333333;6.6;0.123837847;0.121007639;2.239844961;13.99135069;91.25868056
High;209;14;7;28;377.9361111;0;0.104290625;0.113319792;7.723728223;14.96808333;86.18506944
High;210;14;7;29;448.7868056;0;0.089198264;0.096821181;9.525104167;14.27820486;85.69375
High;211;14;7;30;324.1427083;0;0.081509028;0.086619097;7.632916667;12.89376736;86.56041667
High;212;14;7;31;451.825;0;0.075730208;0.080055208;6.475833333;14.08128125;81.43576389
High;213;14;8;1;413.3267361;0;0.071261111;0.075311111;5.31;14.73055903;84.82430556
High;214;14;8;2;430.1930556;0;0.066663542;0.071145833;2.375842294;18.02187847;59.41631944
High;215;14;8;3;359.8024306;0;0.061161806;0.067254861;3.283541667;18.95186111;53.00208333
High;216;14;8;4;454.6461806;0;0.056127431;0.063497222;2.99340708;20.52926042;46.22222222
High;217;14;8;5;432.9274306;0;0.050463194;0.059889583;3.585226481;20.64451389;49.31631944
High;218;14;8;6;384.6375;0;0.047653125;0.057638889;8.3390625;13.63570833;79.96423611
High;219;14;8;7;467.8927083;0;0.045609375;0.055818403;6.990625;13.1806875;68.07881944
High;220;14;8;8;474.2381944;0;0.04195625;0.053515625;4.455868056;16.37318056;49.45520833
High;221;14;8;9;460.7486111;0;0.038799306;0.051477431;7.735208333;14.91822917;63.37152778
High;222;14;8;10;465.5576389;0;0.036560764;0.049768056;9.256944444;14.64580903;68.20972222
High;223;14;8;11;473.5263889;0;0.034451042;0.048109028;5.931041667;15.47144097;70.84791667
High;224;14;8;12;473.9604167;0;0.031435764;0.046311458;5.036215278;17.79556597;62.23263889
High;225;14;8;13;471.9118056;0;0.028317361;0.043824653;3.491979167;19.84181597;52.96388889
High;226;14;8;14;354.3423611;0;0.025652431;0.041862847;10.04284722;15.49102083;82.21493056
High;227;14;8;15;437.9447917;0;0.025317361;0.041360764;9.013020833;14.98778125;80.49131944
High;228;14;8;16;415.7920139;0.2;0.023855903;0.040487153;8.540729167;15.19389931;85.80763889
High;229;14;8;17;192.9708333;0;0.022478125;0.039278819;7.297291667;15.01911458;92.20277778
High;230;14;8;18;265.2711806;7;0.022590972;0.039356597;5.316388889;15.8591875;89.90659722
High;231;14;8;19;454.715625;0;0.025978472;0.039436806;6.005381944;16.94458333;79.67361111
High;232;14;8;20;465.8527778;0;0.027819444;0.038926389;6.716770833;16.52892361;74.425
High;233;14;8;21;425.5142361;0;0.027790972;0.038572222;5.552013889;16.01999653;74.05972222
High;234;14;8;22;506.2173611;0;0.027462847;0.038291667;4.056215278;18.13464236;60.84548611
